fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.60,0.36,0.24,0.90,0.04,15.00,72.00,0.99,3.23,0.39,11.00,5.00
7.20,0.17,0.41,1.60,0.05,24.00,126.00,0.99,3.19,0.49,10.80,5.00
6.70,0.19,0.39,1.00,0.03,14.00,71.00,0.99,3.31,0.38,13.00,7.00
6.00,0.11,0.47,10.60,0.05,69.00,148.00,1.00,2.91,0.34,9.30,4.00
6.00,0.21,0.34,2.00,0.04,63.00,123.00,0.99,3.44,0.42,11.40,6.00
6.70,0.33,0.82,1.20,0.15,49.00,120.00,0.99,2.99,0.38,9.20,5.00
6.60,0.40,0.46,6.20,0.06,42.00,241.00,1.00,3.50,0.60,9.90,5.00
6.50,0.20,0.24,9.20,0.04,25.00,150.00,1.00,3.22,0.44,10.50,5.00
7.60,0.27,0.34,5.00,0.04,18.00,56.00,0.99,3.06,0.48,12.40,6.00
7.20,0.26,0.40,6.30,0.05,52.00,172.00,1.00,3.18,0.53,9.50,6.00
6.30,0.25,0.22,3.30,0.05,41.00,161.00,0.99,3.16,0.50,10.50,6.00
6.50,0.22,0.45,8.00,0.05,52.00,196.00,1.00,3.23,0.48,9.10,6.00
6.40,0.14,0.31,1.20,0.03,53.00,138.00,0.99,3.38,0.35,11.50,7.00
6.40,0.14,0.31,1.20,0.03,53.00,138.00,0.99,3.38,0.35,11.50,7.00
7.10,0.26,0.32,16.20,0.04,31.00,170.00,1.00,3.17,0.37,11.20,5.00
6.60,0.22,0.34,11.60,0.05,59.00,140.00,1.00,3.22,0.40,10.80,5.00
6.60,0.45,0.43,7.20,0.06,31.00,186.00,1.00,3.12,0.44,9.40,5.00
6.60,0.17,0.30,1.10,0.03,13.00,73.00,0.99,3.17,0.58,11.00,6.00
7.20,0.44,0.28,3.40,0.05,22.00,112.00,0.99,3.21,0.37,11.30,7.00
6.20,0.15,0.27,1.40,0.04,51.00,117.00,0.99,3.28,0.38,11.20,6.00
6.30,0.25,0.22,3.30,0.05,41.00,161.00,0.99,3.16,0.50,10.50,6.00
6.50,0.22,0.45,8.00,0.05,52.00,196.00,1.00,3.23,0.48,9.10,6.00
7.30,0.26,0.30,9.30,0.05,35.00,154.00,1.00,3.21,0.50,10.40,6.00
6.90,0.15,0.29,2.30,0.03,14.00,82.00,0.99,3.10,0.58,11.20,7.00
5.80,0.22,0.29,0.90,0.03,34.00,89.00,0.99,3.14,0.36,11.10,7.00
6.50,0.37,0.33,3.50,0.04,23.00,92.00,0.99,3.18,0.38,11.20,6.00
5.50,0.38,0.38,1.70,0.04,17.00,98.00,0.99,3.29,0.39,10.50,6.00
5.90,0.20,0.40,1.30,0.05,23.00,92.00,0.99,3.20,0.45,10.00,6.00
5.90,0.22,0.38,1.30,0.05,24.00,90.00,0.99,3.20,0.47,10.00,6.00
8.00,0.22,0.31,5.60,0.05,24.00,97.00,0.99,3.10,0.42,10.90,5.00
6.50,0.22,0.29,7.40,0.03,16.00,87.00,0.99,3.15,0.56,10.90,7.00
6.90,0.15,0.29,2.30,0.03,14.00,82.00,0.99,3.10,0.58,11.20,7.00
5.80,0.20,0.34,1.00,0.04,40.00,86.00,0.99,3.50,0.42,11.70,5.00
6.60,0.31,0.07,1.50,0.03,55.00,144.00,0.99,3.16,0.42,10.00,5.00
7.70,0.43,0.37,10.00,0.17,22.00,210.00,1.00,3.02,0.64,9.50,5.00
6.70,0.24,0.29,14.90,0.05,55.00,136.00,1.00,3.03,0.52,9.00,5.00
7.30,0.23,0.34,9.30,0.05,19.00,86.00,1.00,3.04,0.56,10.00,5.00
7.90,0.20,0.39,1.00,0.04,37.00,154.00,0.99,3.08,0.43,11.90,5.00
5.30,0.16,0.39,1.00,0.03,40.00,101.00,0.99,3.57,0.59,10.60,6.00
6.40,0.21,0.28,5.90,0.05,29.00,101.00,0.99,3.15,0.40,11.00,6.00
6.90,0.33,0.26,5.00,0.03,46.00,143.00,0.99,3.25,0.43,11.20,7.00
5.60,0.18,0.58,1.25,0.03,29.00,129.00,0.99,3.51,0.60,12.00,7.00
6.60,0.29,0.31,3.90,0.03,39.00,96.00,0.99,3.24,0.60,12.60,8.00
6.90,0.33,0.26,5.00,0.03,46.00,143.00,0.99,3.25,0.43,11.20,7.00
6.60,0.21,0.36,0.80,0.03,48.00,113.00,0.99,3.24,0.68,10.50,6.00
7.30,0.21,0.33,1.00,0.04,66.00,144.00,0.99,3.11,0.52,10.20,6.00
6.40,0.21,0.28,5.90,0.05,29.00,101.00,0.99,3.15,0.40,11.00,6.00
5.10,0.11,0.32,1.60,0.03,12.00,90.00,0.99,3.57,0.52,12.20,6.00
6.50,0.15,0.32,1.30,0.04,19.00,76.00,0.99,3.18,0.41,12.30,6.00
5.30,0.16,0.39,1.00,0.03,40.00,101.00,0.99,3.57,0.59,10.60,6.00
5.60,0.19,0.46,1.10,0.03,33.00,115.00,0.99,3.36,0.50,10.40,6.00
5.60,0.18,0.58,1.25,0.03,29.00,129.00,0.99,3.51,0.60,12.00,7.00
6.70,0.48,0.32,1.40,0.02,22.00,121.00,0.99,3.15,0.53,12.70,7.00
6.20,0.23,0.23,1.20,0.02,18.00,128.00,0.99,3.05,0.28,10.60,5.00
6.00,0.17,0.29,5.00,0.03,25.00,108.00,0.99,3.14,0.34,12.30,6.00
6.70,0.48,0.32,1.40,0.02,22.00,121.00,0.99,3.15,0.53,12.70,7.00
6.70,0.15,0.38,1.70,0.04,20.00,84.00,0.99,3.09,0.53,11.40,6.00
4.20,0.17,0.36,1.80,0.03,93.00,161.00,0.99,3.65,0.89,12.00,7.00
5.80,0.21,0.32,1.60,0.05,38.00,95.00,0.99,3.23,0.94,12.40,8.00
5.40,0.23,0.36,1.50,0.03,74.00,121.00,0.99,3.24,0.99,12.10,7.00
6.70,0.15,0.38,1.70,0.04,20.00,84.00,0.99,3.09,0.53,11.40,6.00
6.40,0.22,0.31,13.90,0.04,57.00,135.00,1.00,3.21,0.38,10.70,5.00
6.50,0.15,0.55,5.90,0.05,75.00,162.00,0.99,2.97,0.40,9.30,5.00
5.90,0.32,0.33,2.10,0.03,35.00,138.00,0.99,3.37,0.42,12.70,6.00
5.70,0.37,0.30,1.10,0.03,24.00,88.00,0.99,3.18,0.39,11.70,6.00
7.90,0.25,0.35,6.70,0.04,22.00,64.00,0.99,2.93,0.49,10.70,5.00
7.20,0.21,0.28,2.70,0.03,38.00,94.00,0.99,2.99,0.43,11.80,7.00
7.00,0.24,0.30,6.70,0.04,37.00,125.00,0.99,3.20,0.39,9.90,5.00
6.80,0.48,0.33,3.95,0.05,16.00,81.00,0.99,3.23,0.53,13.40,7.00
7.00,0.28,0.32,7.75,0.03,30.00,114.00,0.99,3.12,0.64,12.80,7.00
6.90,0.40,0.30,10.60,0.03,24.00,87.00,0.99,3.15,0.45,12.80,6.00
6.60,0.41,0.31,1.60,0.04,18.00,101.00,0.99,3.13,0.41,10.50,5.00
6.40,0.20,0.28,2.50,0.03,24.00,84.00,0.99,3.31,0.55,11.50,5.00
8.50,0.22,0.34,0.70,0.04,5.00,25.00,0.99,3.04,0.37,10.50,4.00
8.40,0.36,0.36,11.10,0.03,21.00,132.00,0.99,2.95,0.39,13.00,6.00
5.20,0.29,0.29,5.15,0.04,64.00,138.00,0.99,3.19,0.34,12.40,8.00
6.90,0.20,0.30,4.70,0.04,40.00,148.00,0.99,3.16,0.35,10.20,6.00
6.70,0.42,0.46,9.70,0.05,67.00,234.00,1.00,3.23,0.50,9.00,5.00
6.20,0.16,0.34,1.70,0.04,85.00,153.00,0.99,3.33,0.86,12.00,7.00
6.40,0.13,0.36,1.40,0.04,22.00,68.00,0.99,3.15,0.50,11.70,7.00
6.40,0.44,0.26,2.00,0.05,20.00,180.00,1.00,3.58,0.57,10.00,5.00
7.00,0.31,0.39,7.50,0.06,42.00,218.00,1.00,3.37,0.54,10.30,5.00
6.70,0.42,0.46,9.70,0.05,67.00,234.00,1.00,3.23,0.50,9.00,5.00
8.60,0.18,0.28,0.80,0.03,25.00,78.00,0.99,2.99,0.38,11.10,5.00
6.20,0.21,0.26,13.10,0.05,59.00,150.00,1.00,3.31,0.46,9.00,5.00
6.10,0.16,0.37,1.10,0.03,37.00,97.00,0.99,3.40,0.58,10.50,6.00
6.50,0.22,0.32,2.20,0.03,36.00,92.00,0.99,3.27,0.59,11.90,7.00
6.20,0.36,0.14,8.90,0.04,38.00,155.00,1.00,3.27,0.50,9.40,5.00
5.70,0.21,0.25,1.10,0.04,26.00,81.00,0.99,3.31,0.52,11.40,6.00
6.40,0.25,0.32,0.90,0.03,40.00,114.00,0.99,3.31,0.58,10.80,7.00
7.60,0.31,0.26,1.70,0.07,40.00,157.00,0.99,3.10,0.46,9.80,5.00
6.60,0.26,0.46,6.90,0.05,59.00,183.00,1.00,3.20,0.45,9.30,5.00
5.70,0.21,0.25,1.10,0.04,26.00,81.00,0.99,3.31,0.52,11.40,6.00
6.20,0.20,0.31,1.00,0.03,22.00,73.00,0.99,3.24,0.52,11.30,6.00
6.20,0.18,0.30,1.00,0.03,23.00,73.00,0.99,3.23,0.52,11.30,6.00
6.10,0.37,0.20,7.60,0.03,49.00,170.00,1.00,3.22,0.48,9.50,5.00
6.20,0.36,0.14,8.90,0.04,38.00,155.00,1.00,3.27,0.50,9.40,5.00
6.50,0.22,0.32,2.20,0.03,36.00,92.00,0.99,3.27,0.59,11.90,7.00
7.70,0.18,0.30,1.20,0.05,49.00,199.00,0.99,3.03,0.38,9.30,5.00
6.90,0.14,0.38,1.00,0.04,22.00,81.00,0.99,3.03,0.54,11.40,6.00
6.90,0.14,0.38,1.00,0.04,22.00,81.00,0.99,3.03,0.54,11.40,6.00
6.00,0.44,0.26,3.10,0.05,57.00,128.00,0.99,3.22,0.39,12.70,6.00
7.10,0.36,0.40,1.95,0.03,26.00,118.00,0.99,3.20,0.45,13.50,7.00
5.70,0.28,0.28,2.20,0.02,15.00,65.00,0.99,3.06,0.52,11.20,6.00
6.40,0.16,0.32,8.75,0.04,38.00,118.00,0.99,3.19,0.41,10.70,5.00
7.40,0.28,0.40,11.90,0.03,13.00,92.00,1.00,3.01,0.46,10.80,4.00
6.70,0.39,0.31,2.70,0.05,27.00,202.00,0.99,3.46,0.57,10.50,6.00
6.50,0.44,0.47,5.45,0.01,44.00,137.00,0.99,3.13,0.32,13.00,8.00
6.90,0.22,0.31,6.30,0.03,41.00,131.00,0.99,3.08,0.49,10.80,6.00
6.60,0.22,0.29,14.40,0.05,39.00,118.00,1.00,3.05,0.50,9.10,6.00
7.70,0.25,0.30,7.80,0.04,67.00,196.00,1.00,3.10,0.50,10.10,5.00
5.20,0.16,0.33,1.60,0.03,13.00,59.00,0.99,3.30,0.84,11.90,8.00
7.00,0.31,0.31,9.10,0.04,45.00,140.00,0.99,2.98,0.31,12.00,7.00
7.00,0.31,0.31,9.10,0.04,45.00,140.00,0.99,2.98,0.31,12.00,7.00
6.60,0.22,0.29,14.40,0.05,39.00,118.00,1.00,3.05,0.50,9.10,6.00
5.60,0.21,0.40,1.30,0.04,81.00,147.00,0.99,3.22,0.95,11.60,8.00
5.20,0.16,0.33,1.60,0.03,13.00,59.00,0.99,3.30,0.84,11.90,8.00
6.40,0.25,0.32,11.30,0.04,69.00,192.00,1.00,3.14,0.50,10.20,6.00
6.90,0.22,0.31,6.30,0.03,41.00,131.00,0.99,3.08,0.49,10.80,6.00
5.30,0.21,0.29,0.70,0.03,11.00,66.00,0.99,3.30,0.40,9.80,5.00
7.10,0.27,0.28,1.25,0.02,3.00,89.00,0.99,2.95,0.30,11.40,4.00
5.20,0.17,0.27,0.70,0.03,11.00,68.00,0.99,3.30,0.41,9.80,5.00
7.70,0.25,0.30,7.80,0.04,67.00,196.00,1.00,3.10,0.50,10.10,5.00
7.00,0.12,0.29,10.30,0.04,41.00,98.00,1.00,3.19,0.38,9.80,8.00
7.00,0.12,0.29,10.30,0.04,41.00,98.00,1.00,3.19,0.38,9.80,8.00
7.10,0.29,0.34,7.80,0.04,49.00,128.00,0.99,3.21,0.40,10.70,6.00
7.20,0.30,0.30,8.70,0.02,14.00,111.00,1.00,3.11,0.61,10.60,5.00
6.80,0.26,0.46,8.30,0.04,49.00,173.00,1.00,3.17,0.47,9.30,5.00
7.00,0.12,0.29,10.30,0.04,41.00,98.00,1.00,3.19,0.38,9.80,8.00
7.10,0.29,0.34,7.80,0.04,49.00,128.00,0.99,3.21,0.40,10.70,6.00
4.90,0.33,0.31,1.20,0.02,39.00,150.00,0.99,3.33,0.59,14.00,8.00
5.10,0.29,0.28,8.30,0.03,27.00,107.00,0.99,3.36,0.37,11.00,6.00
5.10,0.29,0.28,8.30,0.03,27.00,107.00,0.99,3.36,0.37,11.00,6.00
6.80,0.26,0.48,6.20,0.05,55.00,182.00,1.00,3.21,0.45,9.40,6.00
6.00,0.28,0.52,5.00,0.08,30.00,139.00,0.99,3.10,0.36,9.00,6.00
6.00,0.28,0.25,1.80,0.04,8.00,108.00,0.99,3.08,0.55,9.00,5.00
7.20,0.20,0.22,1.60,0.04,17.00,101.00,0.99,3.37,0.53,10.00,5.00
6.10,0.27,0.25,1.80,0.04,9.00,109.00,0.99,3.08,0.54,9.00,5.00
6.00,0.28,0.25,1.80,0.04,8.00,108.00,0.99,3.08,0.55,9.00,5.00
6.40,0.29,0.30,2.90,0.04,25.00,79.00,0.99,3.29,0.60,12.40,7.00
7.40,0.35,0.24,6.00,0.04,28.00,123.00,0.99,3.14,0.44,11.30,5.00
8.10,0.12,0.38,0.90,0.03,36.00,86.00,0.99,2.80,0.55,12.00,6.00
6.40,0.12,0.30,1.10,0.03,37.00,94.00,0.99,3.01,0.56,11.70,6.00
7.20,0.20,0.22,1.60,0.04,17.00,101.00,0.99,3.37,0.53,10.00,5.00
7.30,0.40,0.26,5.45,0.02,26.00,90.00,0.99,2.84,0.54,13.20,7.00
7.70,0.11,0.34,14.05,0.04,41.00,114.00,1.00,3.07,0.59,11.00,7.00
6.90,0.23,0.41,8.00,0.03,30.00,114.00,0.99,3.22,0.54,11.00,6.00
6.90,0.38,0.38,13.10,0.11,14.00,94.00,1.00,3.02,0.48,9.20,5.00
7.50,0.38,0.29,4.90,0.02,38.00,113.00,0.99,3.08,0.48,13.00,7.00
5.80,0.19,0.24,1.30,0.04,38.00,128.00,0.99,3.77,0.60,10.60,5.00
5.50,0.34,0.26,2.20,0.02,31.00,119.00,0.99,3.55,0.49,13.00,8.00
6.60,0.23,0.30,14.90,0.05,33.00,118.00,1.00,3.04,0.54,9.00,6.00
6.60,0.23,0.30,14.90,0.05,33.00,118.00,1.00,3.04,0.54,9.00,6.00
8.40,0.31,0.31,0.95,0.02,52.00,148.00,0.99,2.93,0.32,11.50,5.00
6.70,0.20,0.30,1.40,0.03,17.00,76.00,0.99,3.11,0.44,11.00,6.00
8.40,0.31,0.31,0.95,0.02,52.00,148.00,0.99,2.93,0.32,11.50,5.00
7.30,0.26,0.24,1.70,0.05,10.00,112.00,0.99,3.11,0.43,9.90,5.00
6.30,0.22,0.22,5.60,0.04,31.00,128.00,0.99,3.12,0.46,10.40,6.00
6.60,0.23,0.30,14.90,0.05,33.00,118.00,1.00,3.04,0.54,9.00,6.00
7.50,0.19,0.40,7.10,0.06,50.00,110.00,1.00,3.06,0.52,9.90,6.00
8.00,0.14,0.33,1.20,0.05,71.00,162.00,0.99,3.07,0.47,11.00,6.00
6.80,0.32,0.39,9.60,0.03,34.00,124.00,0.99,3.18,0.35,12.10,6.00
6.60,0.23,0.20,11.40,0.04,45.00,131.00,1.00,2.96,0.51,9.70,6.00
6.60,0.23,0.20,11.40,0.04,45.00,131.00,1.00,2.96,0.51,9.70,6.00
6.70,0.36,0.26,7.90,0.03,39.00,123.00,0.99,2.99,0.30,12.20,7.00
6.10,0.38,0.42,5.00,0.02,31.00,113.00,0.99,3.15,0.31,12.40,7.00
8.50,0.23,0.28,11.10,0.03,30.00,97.00,1.00,3.03,0.39,10.50,7.00
7.00,0.20,0.31,8.00,0.05,29.00,213.00,1.00,3.28,0.57,10.40,6.00
6.00,0.26,0.32,3.80,0.03,48.00,180.00,0.99,3.15,0.34,12.00,6.00
6.90,0.30,0.30,10.55,0.04,4.00,28.00,0.99,3.07,0.32,12.70,6.00
6.70,0.18,0.28,10.20,0.04,29.00,115.00,0.99,3.11,0.45,10.90,7.00
6.70,0.18,0.28,10.20,0.04,29.00,115.00,0.99,3.11,0.45,10.90,7.00
6.80,0.18,0.28,9.80,0.04,29.00,113.00,0.99,3.11,0.45,10.90,7.00
7.20,0.19,0.31,6.30,0.03,17.00,103.00,0.99,3.15,0.52,11.40,7.00
6.20,0.16,0.32,1.10,0.04,74.00,184.00,0.99,3.22,0.41,11.00,6.00
5.00,0.27,0.32,4.50,0.03,58.00,178.00,0.99,3.45,0.31,12.60,7.00
6.30,0.37,0.28,6.30,0.03,45.00,152.00,0.99,3.29,0.46,11.60,7.00
6.60,0.20,0.27,10.90,0.04,29.00,130.00,0.99,3.11,0.44,10.50,7.00
6.80,0.18,0.28,9.80,0.04,29.00,113.00,0.99,3.11,0.45,10.90,7.00
6.80,0.18,0.28,9.80,0.04,29.00,113.00,0.99,3.11,0.45,10.90,7.00
6.60,0.28,0.34,0.80,0.04,42.00,119.00,0.99,3.03,0.37,12.50,6.00
6.50,0.35,0.36,0.80,0.03,32.00,111.00,0.99,3.11,0.50,12.10,8.00
6.90,0.25,0.33,1.20,0.04,35.00,158.00,0.99,3.02,0.58,11.30,6.00
6.00,0.32,0.30,1.30,0.03,18.00,112.00,0.99,3.07,0.64,13.30,7.00
6.80,0.18,0.28,9.80,0.04,29.00,113.00,0.99,3.11,0.45,10.90,7.00
6.70,0.18,0.28,10.20,0.04,29.00,115.00,0.99,3.11,0.45,10.90,7.00
6.60,0.20,0.27,10.90,0.04,29.00,130.00,0.99,3.11,0.44,10.50,7.00
6.30,0.37,0.28,6.30,0.03,45.00,152.00,0.99,3.29,0.46,11.60,7.00
7.20,0.19,0.31,6.30,0.03,17.00,103.00,0.99,3.15,0.52,11.40,7.00
6.30,0.18,0.36,1.20,0.03,26.00,111.00,0.99,3.16,0.51,11.00,6.00
6.90,0.30,0.36,0.90,0.04,40.00,156.00,0.99,3.08,0.36,12.10,6.00
6.20,0.16,0.32,1.10,0.04,74.00,184.00,0.99,3.22,0.41,11.00,6.00
5.00,0.27,0.32,4.50,0.03,58.00,178.00,0.99,3.45,0.31,12.60,7.00
5.00,0.30,0.33,3.70,0.03,54.00,173.00,0.99,3.36,0.30,13.00,7.00
6.50,0.20,0.50,18.10,0.05,50.00,221.00,1.00,2.94,0.64,8.80,6.00
6.70,0.25,0.31,1.35,0.06,30.50,218.00,0.99,3.16,0.53,9.50,5.00
6.60,0.22,0.36,5.50,0.03,30.00,105.00,0.99,3.20,0.47,11.80,6.00
6.80,0.25,0.37,3.10,0.03,29.00,93.00,0.99,3.14,0.45,12.20,6.00
7.00,0.13,0.37,12.85,0.04,36.00,105.00,1.00,3.05,0.55,10.70,6.00
7.00,0.45,0.34,19.80,0.04,12.00,67.00,1.00,3.07,0.38,11.00,6.00
7.20,0.32,0.30,8.25,0.02,14.00,104.00,0.99,2.99,0.44,11.40,6.00
7.00,0.13,0.37,12.85,0.04,36.00,105.00,1.00,3.05,0.55,10.70,6.00
5.90,0.34,0.30,3.80,0.04,57.00,135.00,0.99,3.09,0.34,12.00,6.00
6.80,0.22,0.31,6.90,0.04,33.00,121.00,0.99,3.02,0.39,11.90,8.00
7.20,0.32,0.30,8.25,0.02,14.00,104.00,0.99,2.99,0.44,11.40,6.00
8.40,0.32,0.35,11.70,0.03,3.00,46.00,0.99,3.02,0.34,11.80,6.00
6.80,0.27,0.29,4.60,0.05,6.00,88.00,0.99,3.34,0.48,10.60,4.00
8.00,0.74,0.21,4.00,0.05,24.00,133.00,0.99,3.06,0.38,9.70,5.00
7.00,0.45,0.34,19.80,0.04,12.00,67.00,1.00,3.07,0.38,11.00,6.00
7.00,0.13,0.37,12.85,0.04,36.00,105.00,1.00,3.05,0.55,10.70,6.00
5.40,0.22,0.29,1.20,0.05,69.00,152.00,0.99,3.76,0.63,11.00,7.00
8.40,0.22,0.30,8.90,0.02,17.00,118.00,0.99,2.99,0.34,10.50,6.00
7.40,0.32,0.22,11.70,0.04,44.00,150.00,1.00,3.10,0.45,10.40,5.00
7.50,0.18,0.37,6.20,0.05,21.00,138.00,1.00,3.20,0.55,10.50,6.00
7.10,0.47,0.29,14.80,0.02,22.00,142.00,1.00,3.12,0.48,12.00,8.00
7.10,0.47,0.29,14.80,0.02,22.00,142.00,1.00,3.12,0.48,12.00,8.00
5.80,0.19,0.25,10.80,0.04,33.00,124.00,1.00,3.22,0.41,9.20,6.00
6.70,0.14,0.46,1.60,0.04,15.00,92.00,0.99,3.37,0.49,10.90,5.00
6.80,0.24,0.38,8.30,0.05,50.00,185.00,1.00,3.15,0.50,9.50,6.00
6.90,0.25,0.47,8.40,0.04,36.00,156.00,1.00,3.15,0.55,9.40,6.00
6.00,0.24,0.33,2.50,0.03,31.00,85.00,0.99,3.13,0.50,11.30,7.00
6.80,0.29,0.34,3.50,0.05,26.00,189.00,0.99,3.42,0.58,10.40,5.00
6.30,0.33,0.42,17.20,0.04,57.00,170.00,1.00,3.26,0.57,9.40,6.00
6.50,0.23,0.45,2.10,0.03,43.00,104.00,0.99,3.02,0.52,11.30,6.00
6.30,0.27,0.29,12.20,0.04,59.00,196.00,1.00,3.14,0.40,8.80,6.00
6.30,0.20,0.37,11.80,0.05,58.00,130.00,1.00,3.20,0.35,10.80,5.00
6.20,0.33,0.41,16.80,0.04,58.00,173.00,1.00,3.25,0.57,9.40,6.00
6.30,0.33,0.42,17.20,0.04,57.00,170.00,1.00,3.26,0.57,9.40,6.00
7.20,0.21,1.00,1.10,0.15,46.00,114.00,0.99,2.95,0.43,9.20,6.00
6.00,0.27,0.30,14.70,0.04,15.00,144.00,1.00,3.12,0.53,10.30,6.00
5.70,0.12,0.26,5.50,0.03,21.00,99.00,0.99,3.09,0.57,9.90,6.00
6.90,0.24,0.37,6.10,0.03,38.00,112.00,0.99,3.19,0.34,12.40,6.00
7.70,0.18,0.53,1.20,0.04,42.00,167.00,0.99,3.11,0.44,11.90,5.00
7.10,0.17,0.43,1.30,0.02,33.00,132.00,0.99,3.11,0.56,11.70,6.00
7.50,0.33,0.38,8.70,0.13,49.00,199.00,1.00,2.98,0.57,9.40,5.00
6.20,0.26,0.24,1.70,0.04,138.50,272.00,0.99,3.53,0.53,9.60,4.00
7.50,0.33,0.38,8.70,0.13,49.00,199.00,1.00,2.98,0.57,9.40,5.00
5.60,0.20,0.66,10.20,0.04,78.00,175.00,0.99,2.98,0.43,10.40,7.00
7.60,0.17,0.36,4.50,0.04,26.00,102.00,0.99,3.09,0.47,9.50,5.00
5.80,0.15,0.31,5.90,0.04,7.00,73.00,0.99,3.20,0.43,11.90,6.00
6.30,0.25,0.44,1.70,0.02,36.00,116.00,0.99,3.18,0.40,12.50,6.00
6.90,0.28,0.41,1.40,0.02,6.00,55.00,0.99,3.16,0.40,13.40,5.00
7.20,0.27,0.37,5.40,0.03,27.00,114.00,0.99,3.13,0.84,12.70,5.00
6.20,0.25,0.38,7.90,0.05,54.00,208.00,1.00,3.17,0.46,9.10,5.00
8.50,0.19,0.48,1.10,0.03,23.00,58.00,0.99,2.90,0.50,10.50,6.00
6.20,0.25,0.54,7.00,0.05,58.00,176.00,0.99,3.19,0.70,10.40,5.00
6.20,0.25,0.54,7.00,0.05,58.00,176.00,0.99,3.19,0.70,10.40,5.00
6.80,0.28,0.43,7.60,0.03,30.00,110.00,0.99,3.08,0.59,12.50,8.00
6.20,0.25,0.54,7.00,0.05,58.00,176.00,0.99,3.19,0.70,10.40,5.00
7.40,0.21,0.80,12.30,0.04,77.00,183.00,1.00,2.95,0.48,9.00,5.00
7.00,0.15,0.38,15.30,0.05,54.00,120.00,1.00,3.18,0.42,9.80,6.00
7.40,0.21,0.80,12.30,0.04,77.00,183.00,1.00,2.95,0.48,9.00,5.00
7.30,0.28,0.42,1.20,0.03,29.00,142.00,0.99,3.17,0.43,10.70,4.00
6.10,0.18,0.38,2.30,0.03,28.00,111.00,0.99,3.16,0.49,12.40,6.00
7.00,0.53,0.43,6.10,0.03,6.00,76.00,0.99,3.08,0.50,12.50,8.00
6.80,0.28,0.43,7.60,0.03,30.00,110.00,0.99,3.08,0.59,12.50,8.00
6.50,0.36,0.38,10.20,0.03,20.00,82.00,0.99,3.10,0.43,12.10,7.00
7.50,0.25,0.47,4.10,0.04,95.00,163.00,0.99,2.92,0.59,11.30,6.00
6.70,0.24,0.41,2.90,0.04,48.00,122.00,0.99,3.25,0.43,12.00,5.00
6.60,0.25,0.33,8.50,0.04,29.00,141.00,1.00,3.28,0.60,10.40,5.00
6.40,0.15,0.40,1.50,0.04,23.00,87.00,0.99,3.11,0.46,12.20,7.00
6.30,0.28,0.30,3.10,0.04,24.00,115.00,0.99,3.05,0.43,8.60,5.00
6.20,0.25,0.38,7.90,0.05,54.00,208.00,1.00,3.17,0.46,9.10,5.00
7.10,0.28,0.35,3.50,0.03,35.00,91.00,0.99,2.96,0.33,12.10,5.00
6.60,0.35,0.34,4.90,0.03,9.00,125.00,0.99,3.32,0.81,12.00,5.00
8.50,0.19,0.48,1.10,0.03,23.00,58.00,0.99,2.90,0.50,10.50,6.00
6.20,0.25,0.54,7.00,0.05,58.00,176.00,0.99,3.19,0.70,10.40,5.00
6.00,0.35,0.51,1.20,0.03,10.00,102.00,0.99,3.46,0.42,11.90,6.00
5.80,0.31,0.32,4.50,0.02,28.00,94.00,0.99,3.25,0.52,13.70,7.00
6.60,0.17,0.35,2.60,0.03,33.00,78.00,0.99,3.22,0.72,11.30,6.00
8.50,0.23,0.40,9.90,0.04,24.00,88.00,1.00,3.02,0.42,10.50,6.00
5.80,0.31,0.32,4.50,0.02,28.00,94.00,0.99,3.25,0.52,13.70,7.00
6.10,0.20,0.34,9.50,0.04,38.00,201.00,1.00,3.14,0.44,10.10,3.00
6.30,0.37,0.37,1.50,0.02,12.00,76.00,0.99,2.94,0.39,12.30,6.00
6.20,0.36,0.38,3.20,0.03,20.00,89.00,0.99,3.06,0.33,12.00,7.00
6.60,0.17,0.35,2.60,0.03,33.00,78.00,0.99,3.22,0.72,11.30,6.00
6.30,0.28,0.47,11.20,0.04,61.00,183.00,1.00,3.12,0.51,9.50,6.00
7.60,0.27,0.52,3.20,0.04,28.00,152.00,0.99,3.02,0.53,11.40,6.00
7.00,0.25,0.45,2.30,0.05,40.00,118.00,0.99,3.16,0.48,11.90,7.00
9.70,0.24,0.49,4.90,0.03,3.00,18.00,0.99,2.85,0.54,10.00,6.00
9.70,0.24,0.49,4.90,0.03,3.00,18.00,0.99,2.85,0.54,10.00,6.00
6.80,0.13,0.39,1.40,0.03,19.00,102.00,0.99,3.23,0.60,11.30,7.00
6.60,0.78,0.50,1.50,0.05,30.00,133.00,0.99,3.25,0.48,11.70,5.00
5.10,0.33,0.27,6.70,0.02,44.00,129.00,0.99,3.36,0.39,11.00,7.00
6.70,0.34,0.40,2.10,0.03,34.00,111.00,0.99,2.97,0.48,12.20,7.00
6.70,0.14,0.51,4.30,0.03,57.00,124.00,0.99,2.91,0.54,10.70,7.00
7.00,0.26,0.34,10.90,0.04,25.00,84.00,0.99,3.11,0.34,10.90,6.00
6.50,0.29,0.26,7.00,0.04,18.00,113.00,0.99,3.17,0.38,10.20,6.00
7.00,0.25,0.45,2.30,0.05,40.00,118.00,0.99,3.16,0.48,11.90,7.00
7.60,0.21,0.49,2.50,0.05,20.00,130.00,0.99,3.15,0.48,11.10,5.00
